Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[developmental stage]	Characteristics[individual]	Characteristics[age]	Unit [time unit]	Characteristics[sex]	Characteristics[organism part]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Protocol REF	Protocol REF	Derived Array Data File	Comment [Derived ArrayExpress FTP file]	Factor Value[developmental stage]	Factor Value[organism part]
5772sTS.Human.Liver.20w.Female	ERS2510267	SAMEA4690083	Homo sapiens	normal	19 week post conception	12034	20	week	female	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5772sTS.Human.Liver.20w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5772sTS.Human.Liver.20w.Female	sequencing assay	ERX2614442	5772sTS.Human.Liver.20w.Female.fastq.gz	5772sTS.Human.Liver.20w.Female.fastq.gz	ERR2598161	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598161/ERR2598161.fastq.gz	P-MTAB-75114	P-MTAB-75113	5772sTS.Human.Liver.20w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5772sTS.Human.Liver.20w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	19 week post conception	liver
5773sTS.Human.Liver.20w.Male	ERS2510268	SAMEA4690084	Homo sapiens	normal	19 week post conception	12036	20	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5773sTS.Human.Liver.20w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5773sTS.Human.Liver.20w.Male	sequencing assay	ERX2614443	5773sTS.Human.Liver.20w.Male.fastq.gz	5773sTS.Human.Liver.20w.Male.fastq.gz	ERR2598162	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598162/ERR2598162.fastq.gz	P-MTAB-75114	P-MTAB-75113	5773sTS.Human.Liver.20w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5773sTS.Human.Liver.20w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	19 week post conception	liver
5775sTS.Human.Kidney.20w.Male	ERS2510264	SAMEA4690080	Homo sapiens	normal	19 week post conception	12457	20	week	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5775sTS.Human.Kidney.20w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5775sTS.Human.Kidney.20w.Male	sequencing assay	ERX2614439	5775sTS.Human.Kidney.20w.Male.fastq.gz	5775sTS.Human.Kidney.20w.Male.fastq.gz	ERR2598158	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598158/ERR2598158.fastq.gz	P-MTAB-75114	P-MTAB-75113	5775sTS.Human.Kidney.20w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5775sTS.Human.Kidney.20w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	19 week post conception	kidney
3586sTS.Human.Heart.CS14.Female	ERS2510273	SAMEA4690089	Homo sapiens	normal	4 week post conception	11840	4	week	female	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3586sTS.Human.Heart.CS14.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3586sTS.Human.Heart.CS14.Female	sequencing assay	ERX2614448	3586sTS.Human.Heart.CS14.Female.fastq.gz	3586sTS.Human.Heart.CS14.Female.fastq.gz	ERR2598167	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598167/ERR2598167.fastq.gz	P-MTAB-75114	P-MTAB-75113	3586sTS.Human.Heart.CS14.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3586sTS.Human.Heart.CS14.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	heart
3587sTS.Human.Forebrain.CS13.Male	ERS2510270	SAMEA4690086	Homo sapiens	normal	4 week post conception	11993	4	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3587sTS.Human.Forebrain.CS13.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3587sTS.Human.Forebrain.CS13.Male	sequencing assay	ERX2614445	3587sTS.Human.Forebrain.CS13.Male.fastq.gz	3587sTS.Human.Forebrain.CS13.Male.fastq.gz	ERR2598164	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598164/ERR2598164.fastq.gz	P-MTAB-75114	P-MTAB-75113	3587sTS.Human.Forebrain.CS13.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3587sTS.Human.Forebrain.CS13.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	forebrain
3588sTS.Human.Heart.CS13.Male	ERS2510274	SAMEA4690090	Homo sapiens	normal	4 week post conception	11993	4	week	male	heart	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3588sTS.Human.Heart.CS13.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3588sTS.Human.Heart.CS13.Male	sequencing assay	ERX2614449	3588sTS.Human.Heart.CS13.Male.fastq.gz	3588sTS.Human.Heart.CS13.Male.fastq.gz	ERR2598168	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598168/ERR2598168.fastq.gz	P-MTAB-75114	P-MTAB-75113	3588sTS.Human.Heart.CS13.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3588sTS.Human.Heart.CS13.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	heart
3589sTS.Human.Liver.CS13.Male	ERS2510279	SAMEA4690095	Homo sapiens	normal	4 week post conception	11993	4	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3589sTS.Human.Liver.CS13.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3589sTS.Human.Liver.CS13.Male	sequencing assay	ERX2614454	3589sTS.Human.Liver.CS13.Male.fastq.gz	3589sTS.Human.Liver.CS13.Male.fastq.gz	ERR2598173	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	P-MTAB-75114	P-MTAB-75113	3589sTS.Human.Liver.CS13.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3589sTS.Human.Liver.CS13.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	liver
3590sTS.Human.Testis.CS13.Male	ERS2510285	SAMEA4690101	Homo sapiens	normal	4 week post conception	11993	4	week	male	testis	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	3590sTS.Human.Testis.CS13.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	3590sTS.Human.Testis.CS13.Male	sequencing assay	ERX2614460	3590sTS.Human.Testis.CS13.Male.fastq.gz	3590sTS.Human.Testis.CS13.Male.fastq.gz	ERR2598179	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598179/ERR2598179.fastq.gz	P-MTAB-75114	P-MTAB-75113	3590sTS.Human.Testis.CS13.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.3590sTS.Human.Testis.CS13.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	testis
5622sTS.Human.Hindbrain.4w.Female	ERS2510275	SAMEA4690091	Homo sapiens	normal	4 week post conception	12126	4	week	female	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5622sTS.Human.Hindbrain.4w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5622sTS.Human.Hindbrain.4w.Female	sequencing assay	ERX2614450	5622sTS.Human.Hindbrain.4w.Female.fastq.gz	5622sTS.Human.Hindbrain.4w.Female.fastq.gz	ERR2598169	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598169/ERR2598169.fastq.gz	P-MTAB-75114	P-MTAB-75113	5622sTS.Human.Hindbrain.4w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5622sTS.Human.Hindbrain.4w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	hindbrain
5623sTS.Human.Ovary.4w.Female	ERS2510283	SAMEA4690099	Homo sapiens	normal	4 week post conception	12126	4	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5623sTS.Human.Ovary.4w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5623sTS.Human.Ovary.4w.Female	sequencing assay	ERX2614458	5623sTS.Human.Ovary.4w.Female.fastq.gz	5623sTS.Human.Ovary.4w.Female.fastq.gz	ERR2598177	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598177/ERR2598177.fastq.gz	P-MTAB-75114	P-MTAB-75113	5623sTS.Human.Ovary.4w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5623sTS.Human.Ovary.4w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	ovary
5624sTS.Human.Forebrain.4w.Male	ERS2510271	SAMEA4690087	Homo sapiens	normal	4 week post conception	12179	4	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5624sTS.Human.Forebrain.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5624sTS.Human.Forebrain.4w.Male	sequencing assay	ERX2614446	5624sTS.Human.Forebrain.4w.Male.fastq.gz	5624sTS.Human.Forebrain.4w.Male.fastq.gz	ERR2598165	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598165/ERR2598165.fastq.gz	P-MTAB-75114	P-MTAB-75113	5624sTS.Human.Forebrain.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5624sTS.Human.Forebrain.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	forebrain
5625sTS.Human.Hindbrain.4w.Male	ERS2510276	SAMEA4690092	Homo sapiens	normal	4 week post conception	12179	4	week	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5625sTS.Human.Hindbrain.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5625sTS.Human.Hindbrain.4w.Male	sequencing assay	ERX2614451	5625sTS.Human.Hindbrain.4w.Male.fastq.gz	5625sTS.Human.Hindbrain.4w.Male.fastq.gz	ERR2598170	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598170/ERR2598170.fastq.gz	P-MTAB-75114	P-MTAB-75113	5625sTS.Human.Hindbrain.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5625sTS.Human.Hindbrain.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	hindbrain
5626sTS.Human.Liver.4w.Male	ERS2510280	SAMEA4690096	Homo sapiens	normal	4 week post conception	12179	4	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5626sTS.Human.Liver.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5626sTS.Human.Liver.4w.Male	sequencing assay	ERX2614455	5626sTS.Human.Liver.4w.Male.fastq.gz	5626sTS.Human.Liver.4w.Male.fastq.gz	ERR2598174	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	P-MTAB-75114	P-MTAB-75113	5626sTS.Human.Liver.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5626sTS.Human.Liver.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	liver
5910sTS.Human.Liver.4w.Male	ERS2510281	SAMEA4690097	Homo sapiens	normal	4 week post conception	12664	4	week	male	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5910sTS.Human.Liver.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5910sTS.Human.Liver.4w.Male	sequencing assay	ERX2614456	5910sTS.Human.Liver.4w.Male.fastq.gz	5910sTS.Human.Liver.4w.Male.fastq.gz	ERR2598175	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598175/ERR2598175.fastq.gz	P-MTAB-75114	P-MTAB-75113	5910sTS.Human.Liver.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5910sTS.Human.Liver.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	liver
5911sTS.Human.KidneyTestis.4w.Male	ERS2510278	SAMEA4690094	Homo sapiens	normal	4 week post conception	12664	4	week	male	kidney	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5911sTS.Human.KidneyTestis.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5911sTS.Human.KidneyTestis.4w.Male	sequencing assay	ERX2614453	5911sTS.Human.KidneyTestis.4w.Male.fastq.gz	5911sTS.Human.KidneyTestis.4w.Male.fastq.gz	ERR2598172	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598172/ERR2598172.fastq.gz	P-MTAB-75114	P-MTAB-75113	5911sTS.Human.KidneyTestis.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5911sTS.Human.KidneyTestis.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	kidney
5913sTS.Human.Liver.4w.Female	ERS2510282	SAMEA4690098	Homo sapiens	normal	4 week post conception	12878	4	week	female	liver	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5913sTS.Human.Liver.4w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5913sTS.Human.Liver.4w.Female	sequencing assay	ERX2614457	5913sTS.Human.Liver.4w.Female.fastq.gz	5913sTS.Human.Liver.4w.Female.fastq.gz	ERR2598176	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598176/ERR2598176.fastq.gz	P-MTAB-75114	P-MTAB-75113	5913sTS.Human.Liver.4w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5913sTS.Human.Liver.4w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	liver
5914sTS.Human.Ovary.4w.Female	ERS2510284	SAMEA4690100	Homo sapiens	normal	4 week post conception	12878	4	week	female	ovary	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	5914sTS.Human.Ovary.4w.Female	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	5914sTS.Human.Ovary.4w.Female	sequencing assay	ERX2614459	5914sTS.Human.Ovary.4w.Female.fastq.gz	5914sTS.Human.Ovary.4w.Female.fastq.gz	ERR2598178	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598178/ERR2598178.fastq.gz	P-MTAB-75114	P-MTAB-75113	5914sTS.Human.Ovary.4w.Female.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.5914sTS.Human.Ovary.4w.Female.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	ovary
6096sTS.Human.Forebrain.4w.Male	ERS2510272	SAMEA4690088	Homo sapiens	normal	4 week post conception	12980	4	week	male	forebrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6096sTS.Human.Forebrain.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6096sTS.Human.Forebrain.4w.Male	sequencing assay	ERX2614447	6096sTS.Human.Forebrain.4w.Male.fastq.gz	6096sTS.Human.Forebrain.4w.Male.fastq.gz	ERR2598166	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598166/ERR2598166.fastq.gz	P-MTAB-75114	P-MTAB-75113	6096sTS.Human.Forebrain.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6096sTS.Human.Forebrain.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	forebrain
6097sTS.Human.Hindbrain.4w.Male	ERS2510277	SAMEA4690093	Homo sapiens	normal	4 week post conception	12980	4	week	male	hindbrain	organism part	P-MTAB-75109	P-MTAB-75110	P-MTAB-75111	6097sTS.Human.Hindbrain.4w.Male	RNA	SINGLE	PolyA	TRANSCRIPTOMIC	first strand	ssRNA-seq	P-MTAB-75112	Lausanne Genomics Technology Facility	6097sTS.Human.Hindbrain.4w.Male	sequencing assay	ERX2614452	6097sTS.Human.Hindbrain.4w.Male.fastq.gz	6097sTS.Human.Hindbrain.4w.Male.fastq.gz	ERR2598171	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598171/ERR2598171.fastq.gz	P-MTAB-75114	P-MTAB-75113	6097sTS.Human.Hindbrain.4w.Male.sorted.bam	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.6097sTS.Human.Hindbrain.4w.Male.sorted.bam	P-MTAB-75114	P-MTAB-75113	Human.CPM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.2.zip	P-MTAB-75114	P-MTAB-75113	Human.RPKM.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-6814/E-MTAB-6814.processed.1.zip	4 week post conception	hindbrain
